Tempo,Velocidade,PosicaoX,PosicaoY,Orientacao
0.10000000149011612,0.03421756119582339,-0.0001235369729851863,-2.999267004243183,1.600794524979115
0.15000000223517418,0.12711683850722819,-0.0001662128352724796,-2.997711911107825,1.5908992362420014
0.20000000298023224,0.1579769765783289,-0.00020603674920492837,-2.9946063909293597,1.5939315792432938
0.2500000037252903,0.15247612435217042,-0.0003009599650877923,-2.987655678229892,1.5955543868148148
0.30000000447034836,0.20698195805803332,-0.00038098101402665935,-2.980088318984761,1.6014347852980073
0.3500000052154064,0.2585935210744109,-0.0005407688982894794,-2.9702851815571556,1.591332076965581
0.4000000059604645,0.2785613319492535,-0.0007227884999865986,-2.9574892805410915,1.601949142937209
0.45000000670552254,0.3265780001018726,-0.000942438677993274,-2.943587154890731,1.6076369010544909
0.5000000074505806,0.3707353660555438,-0.0012833197063853307,-2.9273684590954403,1.5997174757928914
0.5500000081956387,0.4000416693019722,-0.001708120328916897,-2.908858017750392,1.6045545790790356
0.6000000089406967,0.4452222227428384,-0.0022076143377313872,-2.888871207861214,1.6094514482360491
0.6500000096857548,0.4856984396373884,-0.002804538733978057,-2.8666438724179484,1.5998325529022512
0.7000000104308128,0.5206920056298932,-0.0032441300945819547,-2.8423655714888083,1.6013713488351344
0.7500000111758709,0.5638003674815004,-0.004033091290841579,-2.816345023757015,1.5993007816990197
0.800000011920929,0.602472226959771,-0.005003792404455938,-2.788176749811334,1.6380801881411795
0.850000012665987,0.639933067487898,-0.006336611532486172,-2.7580833535079536,1.5980287202490215
0.9000000134110451,0.6807611393729169,-0.0077199503410472214,-2.7261169654823414,1.6322672887156608
0.9500000141561031,0.72040085508589,-0.009341887829929748,-2.692119127356491,1.6060392862943154
1.0000000149011612,0.7577242548731488,-0.011206554035018159,-2.6561477283359953,1.6413430285663368
1.0500000156462193,0.8019859802547584,-0.013520044876583903,-2.618332750918801,1.6392893467924923
1.1000000163912773,0.8367280853579364,-0.016075447934713317,-2.5783162139420233,1.6502405247582281
1.1500000171363354,0.8731878935566235,-0.018922393947370317,-2.53657681045989,1.6288495875206346
1.2000000178813934,0.9197952341143866,-0.02186362197611165,-2.493016943398976,1.6349476551591895
1.2500000186264515,0.9548597835834417,-0.02579983578721773,-2.447196318460956,1.6717136251820452
1.3000000193715096,0.9919235584288059,-0.029792252678269415,-2.3996205636630212,1.6871434486061938
1.3500000201165676,1.0349980867737756,-0.034300299840310654,-2.3502297176283813,1.6765705766885795
1.4000000208616257,1.0733489303882946,-0.03944708969348896,-2.2987364267080728,1.6781271583720923
1.4500000216066837,1.1114865775738525,-0.044943766745452765,-2.2453513098470115,1.678711220665848
1.5000000223517418,1.149959910135152,-0.05071930990874901,-2.190077906021957,1.6952962624191095
1.5500000230967999,1.1872879457636667,-0.057634793212088295,-2.132997516813983,1.755941068187183
1.600000023841858,1.2246144938520245,-0.0651105502892053,-2.074105712219154,1.7053000697782128
1.650000024586916,1.2702083338581986,-0.07309578919805056,-2.0133981719654925,1.7102507629627768
1.700000025331974,1.303387708788471,-0.08158983491390445,-1.9504583472294807,1.700916672195607
1.750000026077032,1.343731505854212,-0.09094629309977971,-1.8859643354964004,1.7120676085205098
1.8000000268220901,1.384611778215206,-0.10084274369482796,-1.819510991853567,1.722110956732168
1.8500000275671482,1.4152817724143067,-0.11177861142157444,-1.7511495895761304,1.7700950630673056
1.9000000283122063,1.459257667009479,-0.12335657836269076,-1.6813391948297411,1.7465929078300517
1.9500000290572643,1.4956548342754705,-0.13553286961275438,-1.6093995397336918,1.7385249507253855
2.0000000298023224,1.5269391692958747,-0.14881354119596285,-1.5358055021785977,1.719643311636406
2.0500000305473804,1.5803670148283335,-0.1633747596222619,-1.460860138104275,1.7288497441537256
2.1000000312924385,-1.5519962955518405,-0.17842659343683467,-1.383289038622999,2.0147076793539673
2.1500000320374966,1.5276004067675464,-0.1947274336526186,-1.3074207637961326,0.13050865981300142
2.2000000327825546,1.5665431314431044,-0.21073312584520304,-1.2327371863238887,1.7732459523123403
2.2500000335276127,1.5397261740305472,-0.22853935924422034,-1.1564608647680672,1.5588009660580076
2.3000000342726707,1.5305391843294496,-0.24562256181982325,-1.0813939726789557,1.9331563033766566
2.350000035017729,1.5525156150202095,-0.2639779441745424,-1.0071010904782978,1.8708707412757999
2.400000035762787,1.5314872144444431,-0.28291949405788575,-0.9318217616261716,1.8835398114182507
2.450000036507845,1.5320035674812522,-0.3021921960745383,-0.857712477774751,1.7323926572070265
2.500000037252903,1.533393322988574,-0.3207827084947759,-0.7834026031831363,1.9979756667798565
2.550000037997961,1.5247280381050619,-0.3409188113368015,-0.7094244664280245,1.84154117735084
2.600000038743019,1.5242200212037185,-0.3612226008395393,-0.6359415239755675,1.915837140290792
2.650000039488077,1.5293765664338563,-0.38311105093680725,-0.5629414398718469,1.825790553815434
2.7000000402331352,1.522189414977073,-0.4050496159051072,-0.48968722309813073,1.817860852641017
2.7500000409781933,1.519056577616767,-0.4273583177888147,-0.41692067538429445,1.9596930983636813
2.8000000417232513,1.5214216984207511,-0.45000458400348886,-0.3444225534188788,1.9223566077162326
2.8500000424683094,1.5166388126113501,-0.4736429771761436,-0.2721174558136386,1.8998471200651466
2.9000000432133675,1.5140583450027476,-0.4976324426989377,-0.20018012613108588,1.9133654690024953
2.9500000439584255,1.5153660843063068,-0.5221174490341317,-0.12854625350734947,1.8622938643468725
