Tempo,Posição X,Posição Y
0.05000000074505806,-0.00019755637236821554,-3.000256577660942
0.10000000149011612,-9.760544207513301e-05,-3.000779532790592
0.15000000223517418,-0.00015909133633545264,-2.997626462898187
0.20000000298023224,-0.00021803596035248584,-2.992832513853718
0.2500000037252903,-0.00031285267139105865,-2.9861855254810883
0.30000000447034836,-0.0004307356032153483,-2.9769623751835934
0.3500000052154064,-0.0006052158374147083,-2.9660266298285123
0.4000000059604645,-0.0008063219978082885,-2.952993878007253
0.45000000670552254,-0.001120940500919925,-2.937697674550571
0.5000000074505806,-0.001422645594516938,-2.9207334483361973
0.5500000081956387,-0.0018654596575115618,-2.901665072033447
0.6000000089406967,-0.0023273230493407035,-2.8804587774612136
0.6500000096857548,-0.003145737684758588,-2.8575626792567794
0.7000000104308128,-0.0037821419603203807,-2.832520424002264
0.7500000111758709,-0.004561015496993221,-2.805439999199818
0.800000011920929,-0.00588184422130097,-2.776581364376586
0.850000012665987,-0.00728755538584788,-2.74561855375972
0.9000000134110451,-0.008677455825429949,-2.712678337525081
0.9500000141561031,-0.01038695652391355,-2.6781057815132403
1.0000000149011612,-0.012321920183746666,-2.641533005512649
1.0500000156462193,-0.01466183485992446,-2.602872435370869
1.1000000163912773,-0.01701511759006661,-2.5621975523738523
1.1500000171363354,-0.020341981023215144,-2.519645138303434
1.2000000178813934,-0.023594703707050333,-2.475126858700354
1.2500000186264515,-0.027419611215110117,-2.4286250720268217
1.3000000193715096,-0.0312663036701001,-2.3801257124924344
1.3500000201165676,-0.035542725718333765,-2.3298940424790806
1.4000000208616257,-0.040048328555204786,-2.277736581907693
1.4500000216066837,-0.04547098759795424,-2.223659039155966
1.5000000223517418,-0.0509681877263927,-2.1677400789568018
1.5500000230967999,-0.057437959734785785,-2.1099316428785455
1.600000023841858,-0.06432974590244281,-2.050189192613869
1.650000024586916,-0.07256689614656664,-1.9887751552263087
1.700000025331974,-0.08017882273380095,-1.9254769564557932
1.750000026077032,-0.08911184200532588,-1.860397190911365
1.8000000268220901,-0.0988461971673777,-1.7931947258378649
1.8500000275671482,-0.10923346410310045,-1.7245973540600485
1.9000000283122063,-0.1205132440125843,-1.654087010863961
1.9500000290572643,-0.13283990784633168,-1.5816013974053746
2.0000000298023224,-0.14573344954527012,-1.5075576910575657
2.0500000305473804,-0.16002225372881249,-1.43133706894736
2.1000000312924385,-0.17396559074339332,-1.3563358603514963
2.1500000320374966,-0.1886147522422462,-1.2828380795456247
2.2000000327825546,-0.20426598576570756,-1.2075863472117914
2.2500000335276127,-0.22044527284419244,-1.1336684052566715
2.3000000342726707,-0.23708355557831823,-1.0603258316057267
2.350000035017729,-0.2548323986320664,-0.9863030660620014
2.400000035762787,-0.2728601176513745,-0.9132212843710003
2.450000036507845,-0.29128322683337265,-0.8403368134594509
2.500000037252903,-0.3101803885295427,-0.7672253510766842
2.550000037997961,-0.32990877390386486,-0.6950716439361433
2.600000038743019,-0.3502590408959055,-0.622889367215034
2.650000039488077,-0.3717128512313367,-0.5509430920018635
2.7000000402331352,-0.392986959235902,-0.4794817898120707
2.7500000409781933,-0.41568813040711117,-0.40842664648636584
2.8000000417232513,-0.43822634921073417,-0.33743031449493366
2.8500000424683094,-0.4616071020011529,-0.2668205008702263
2.9000000432133675,-0.4847196548856193,-0.19608900634430632
2.9500000439584255,-0.5089611546013086,-0.12608010765194047
3.0000000447034836,-0.53382099915723,-0.05634122699278212
