Tempo,PosicaoX,PosicaoY
0.05000000074505806,-0.000684219727514157,-3.001139945036464
0.10000000149011612,-0.0007399570919512412,-2.997258903401975
0.15000000223517418,-0.0007422204178758843,-2.992104411518953
0.20000000298023224,-0.0005626375301004607,-2.9861516116591535
0.2500000037252903,9.698293127532766e-05,-2.976569146403512
0.30000000447034836,0.0013014544241442738,-2.9661393873491857
0.3500000052154064,0.0033828429400165764,-2.953856379398558
0.4000000059604645,0.00593322959725294,-2.938766358204315
0.45000000670552254,0.00913763813632223,-2.9226541888967232
0.5000000074505806,0.013033308639618527,-2.9047263553954874
0.5500000081956387,0.017977211844476506,-2.884639961248981
0.6000000089406967,0.023429067320155855,-2.86331229987799
0.6500000096857548,0.030045273446028392,-2.840154245160633
0.7000000104308128,0.03774273384143682,-2.8153319864333244
0.7500000111758709,0.04678513000940989,-2.789157266496758
0.800000011920929,0.05710926459012298,-2.761406296629027
0.850000012665987,0.06909573294765485,-2.7324342785627342
0.9000000134110451,0.08256737568680454,-2.702032260956353
0.9500000141561031,0.09832510889541042,-2.670598198967579
1.0000000149011612,0.11589328273289021,-2.638005339458628
1.0500000156462193,0.13582109412911586,-2.6046696018126747
1.1000000163912773,0.15793404763187024,-2.570598974552395
1.1500000171363354,0.18276649738797993,-2.536110245979153
1.2000000178813934,0.21003662622431452,-2.501128016385424
1.2500000186264515,0.24035015162378276,-2.466421343975601
1.3000000193715096,0.27348453792439437,-2.4312225118674484
1.3500000201165676,0.30976983020646814,-2.396813283571066
1.4000000208616257,0.34880111132993125,-2.3628454049980845
1.4500000216066837,0.39131143524875867,-2.3302644249005455
1.5000000223517418,0.43675125051616953,-2.2988512039754743
1.5500000230967999,0.48555367014560513,-2.2694755097855195
1.600000023841858,0.5374311212228992,-2.241933222037848
1.650000024586916,0.5923501195697042,-2.216600062037975
1.700000025331974,0.6503689923357012,-2.193809702993566
1.750000026077032,0.711117460641299,-2.175079983767903
1.8000000268220901,0.7749251669330396,-2.159641558112509
1.8500000275671482,0.8412879436285907,-2.1485242358526766
1.9000000283122063,0.9098617819506641,-2.141346667355022
1.9500000290572643,0.9804392421037539,-2.139958139720457
2.0000000298023224,1.0527604747208972,-2.1431269086206646
2.0500000305473804,1.125834742871331,-2.1525265259596194
2.1000000312924385,1.199977756836484,-2.167617118800886
2.1500000320374966,1.2744342716617734,-2.189668664016168
2.2000000327825546,1.348436978356155,-2.2174689940892565
2.2500000335276127,1.4207566663641267,-2.2527070545704486
2.3000000342726707,1.4923502451255672,-2.2936844540678236
2.350000035017729,1.5597746448257521,-2.343147170623907
2.400000035762787,1.6246111030852464,-2.399893735116618
2.450000036507845,1.6845898912291672,-2.46397205434753
2.500000037252903,1.7408094556474212,-2.5335197711795514
2.550000037997961,1.7902029224974316,-2.610187367518659
2.600000038743019,1.8333769918872473,-2.6925106931654885
2.650000039488077,1.8684514537459134,-2.780048138901236
2.7000000402331352,1.8944933530294292,-2.8724210170737194
2.7500000409781933,1.9109120798742911,-2.9691815176766942
2.8000000417232513,1.9163205608472342,-3.0692314293254963
2.8500000424683094,1.910509067362078,-3.169766578815037
2.9000000432133675,1.8928840307917336,-3.2718376701793312
2.9500000439584255,1.8640873677045016,-3.3727710572774585
3.0000000447034836,1.824388666579413,-3.4709604806502106
3.0500000454485416,1.7729747426130633,-3.5668057868087013
3.1000000461935997,1.7103865695980922,-3.6568968619144875
3.1500000469386578,1.6365782399179636,-3.7398545025792864
3.200000047683716,1.5513887589725086,-3.814768632932786
3.250000048428774,1.4571011672890795,-3.8784937178847665
3.300000049173832,1.353522985963593,-3.9307800431427062
3.35000004991889,1.2433360095407893,-3.9705317568288025
3.400000050663948,1.1272367419956484,-3.996998900121727
3.450000051409006,1.0081982399503222,-4.008974436101675
3.500000052154064,0.8867049941808679,-4.005266341802877
3.5500000528991222,0.7659849977700316,-3.9845951462439415
3.6000000536441803,0.6479072116463265,-3.9477130491519494
3.6500000543892384,0.534549917613248,-3.8951321268221926
3.7000000551342964,0.42842547708878376,-3.827010683022175
3.7500000558793545,0.3314901390067432,-3.74484018670825
3.8000000566244125,0.24535931863191113,-3.649504691095758
3.8500000573694706,0.17236025372356206,-3.5425601380243763
3.9000000581145287,0.11449689584378156,-3.4258773261334468
3.9500000588595867,0.07345097822980814,-3.3009906220909357
4.000000059604645,0.05034698373978287,-3.1706421089050902
